scene_id agent_id completed_episodes green amber red amber_red collision wall not_permitted target step_count
6 9 2 1 0 0 0 0 0 0 1 1152
16 8 3 1 0 0 0 0 0 0 1 265
20 4 2 1 0 0 0 0 0 0 1 229
21 9 2 1 0 0 0 0 0 0 1 279
12 9 2 1 0 0 0 0 0 0 1 178
17 4 2 1 0 0 0 0 0 0 1 256
13 9 2 1 0 0 0 0 0 0 1 172
8 5 2 1 0 0 0 0 0 0 1 255
14 4 3 1 0 0 0 0 0 0 1 226
14 8 4 1 0 0 0 0 0 0 1 240
11 4 2 1 0 0 0 0 0 0 1 229
9 8 2 1 0 0 0 0 0 0 1 255
15 8 2 1 0 0 0 0 0 0 1 252
8 9 2 1 0 0 0 0 0 0 1 214
8 8 2 2 0 0 0 0 0 0 1 292
6 4 2 1 0 0 0 0 0 0 1 217
21 4 3 0 0 1 0 0 0 0 0 116
20 9 2 1 0 0 0 0 0 0 1 219
8 4 2 1 0 0 0 0 0 0 1 264
10 9 2 2 0 0 0 0 0 0 1 243
12 8 3 1 0 0 0 0 0 0 1 203
13 2 4 0 0 0 0 1 0 0 0 369
13 6 4 0 0 0 0 1 0 0 0 535
7 9 3 1 0 0 0 0 0 0 1 288
15 9 2 2 0 0 0 0 0 0 1 254
17 9 3 0 1 0 0 0 0 0 1 221
9 5 2 1 0 0 0 0 0 0 1 289
10 8 2 1 0 0 0 0 0 0 1 290
17 5 3 0 1 1 0 0 0 0 0 120
17 4 3 0 1 1 0 0 0 0 0 81
17 5 3 0 0 0 0 1 0 0 0 1
17 9 4 0 0 0 0 1 0 0 0 18
14 9 2 0 1 0 0 0 0 0 1 264
18 8 2 0 1 0 0 0 0 0 1 346
10 5 2 1 0 0 0 0 0 0 1 255
6 5 3 1 0 0 0 0 0 0 1 225
13 8 2 1 0 0 0 0 0 0 1 245
7 5 4 0 1 0 0 0 0 0 1 229
13 4 2 1 0 0 0 0 0 0 1 293
11 8 3 0 1 0 0 0 0 0 1 261
6 8 2 1 0 0 0 0 0 0 1 255
19 9 2 2 0 0 0 0 0 0 1 254
12 4 3 0 1 0 0 0 0 0 1 179
20 5 2 1 0 0 0 0 0 0 1 277
12 5 2 0 1 0 0 0 0 0 1 218
14 5 4 0 1 0 0 0 0 0 1 311
21 8 3 0 1 0 0 0 0 0 1 240
11 9 3 0 1 0 0 0 0 0 1 268
16 4 4 0 1 0 0 0 0 0 1 279
21 5 3 0 1 0 0 0 0 0 1 278
13 5 2 1 0 0 0 0 0 0 1 251
10 8 3 0 1 1 0 0 0 0 0 107
15 5 2 1 0 0 0 0 0 0 1 332
11 4 3 0 1 0 0 0 0 0 1 177
8 5 3 0 1 0 0 0 0 0 1 184
9 9 3 0 1 0 0 0 0 0 1 271
20 8 2 1 0 0 0 0 0 0 1 270
19 4 2 1 0 0 0 0 0 0 1 357
7 8 3 0 1 0 0 0 0 0 1 270
19 5 2 1 0 0 0 0 0 0 1 273
7 4 3 0 1 0 0 0 0 0 1 260
11 5 3 0 1 0 0 0 0 0 1 267
16 5 3 0 1 0 0 0 0 0 1 302
16 8 4 0 1 0 0 0 0 0 1 249
15 8 3 0 1 0 0 0 0 0 1 210
20 4 3 0 1 0 0 0 0 0 1 247
9 8 3 0 1 0 0 0 0 0 1 216
17 8 3 0 1 0 0 0 0 0 1 314
16 9 3 0 1 0 0 0 0 0 1 330
10 4 3 0 1 0 0 0 0 0 1 307
19 8 2 1 0 0 0 0 0 0 1 303
6 9 3 1 1 0 0 0 0 0 1 292
20 9 3 0 1 0 0 0 0 0 1 224
14 2 4 0 0 0 0 1 0 0 0 666
14 6 4 0 0 0 0 1 0 0 0 744
8 4 3 0 1 0 0 0 0 0 1 228
14 4 4 0 1 0 0 0 0 0 1 261
12 9 3 0 1 0 0 0 0 0 1 276
8 9 3 0 1 0 0 0 0 0 1 245
10 9 3 0 1 0 0 0 0 0 1 231
13 9 3 1 1 0 0 0 0 0 1 273
15 9 3 0 1 0 0 0 0 0 1 224
18 9 2 1 0 0 0 0 0 0 1 532
18 4 2 1 0 0 0 0 0 0 1 523
20 5 3 0 1 0 0 0 0 0 1 181
9 5 3 0 1 0 0 0 0 0 1 258
6 5 4 0 1 0 0 0 0 0 1 220
19 9 3 0 1 0 0 0 0 0 1 197
6 4 3 0 1 0 0 0 0 0 1 293
6 8 3 0 1 0 0 0 0 0 1 210
18 5 3 0 1 0 0 0 0 0 1 429
13 4 3 0 1 0 0 0 0 0 1 245
21 3 5 1 0 0 0 0 0 0 1 813
11 7 3 1 0 0 0 0 0 0 1 1045
21 6 3 1 0 0 0 0 0 0 1 1067
18 7 4 1 0 0 0 0 0 0 1 965
16 6 3 1 0 0 0 0 0 0 1 1081
17 6 3 1 0 0 0 0 0 0 1 937
12 7 4 1 0 0 0 0 0 0 1 909
18 3 4 1 0 0 0 0 0 0 1 1123
19 4 3 0 1 0 0 0 0 0 1 203
13 5 3 0 1 0 0 0 0 0 1 243
7 7 3 1 0 0 0 0 0 0 1 1092
21 7 5 1 0 0 0 0 0 0 1 845
13 8 3 0 1 0 0 0 0 0 1 316
17 2 3 1 0 0 0 0 0 0 1 1105
21 2 3 1 0 0 0 0 0 0 1 1031
8 2 5 1 0 0 0 0 0 0 1 1061
12 2 4 1 0 0 0 0 0 0 1 963
11 2 4 1 0 0 0 0 0 0 1 924
19 5 3 0 1 0 0 0 0 0 1 244
18 2 3 1 0 0 0 0 0 0 1 1107
16 2 3 1 0 0 0 0 0 0 1 1167
11 6 4 1 0 0 0 0 0 0 1 1106
9 3 4 1 0 0 0 0 0 0 1 1178
11 3 4 1 0 0 0 0 0 0 1 987
14 3 6 1 0 0 0 1 0 0 0 1020
14 6 5 1 0 0 0 1 0 0 0 218
19 4 4 0 0 0 0 1 0 0 0 88
19 8 3 0 0 0 0 1 0 0 0 242
18 6 4 1 0 0 0 0 0 0 1 1036
7 3 3 1 0 0 0 0 0 0 1 1053
10 2 3 1 0 0 0 0 0 0 1 1079
8 7 3 1 0 0 0 0 0 0 1 1089
17 3 3 1 0 0 0 0 0 0 1 1224
12 3 4 1 0 0 0 0 0 0 1 1010
10 7 4 1 0 0 0 0 0 0 1 1117
12 6 4 1 0 0 0 0 0 0 1 911
14 2 5 1 0 0 0 0 0 0 1 264
16 7 3 1 0 0 0 0 0 0 1 1171
8 3 3 1 0 0 0 0 0 0 1 1201
9 2 3 1 0 0 0 0 0 0 1 1186
13 6 5 1 0 0 0 0 1 0 0 486
16 3 3 1 0 0 0 0 0 0 1 1246
7 6 3 1 0 0 0 0 0 0 1 1254
20 2 3 1 0 0 0 0 0 0 1 1047
10 6 4 1 0 0 0 0 0 0 1 1005
15 3 4 1 0 0 0 0 0 0 1 1068
15 6 3 1 0 0 0 0 0 0 1 1188
14 7 4 1 0 0 0 0 0 0 1 1104
8 6 4 1 0 0 0 0 0 0 1 1200
17 7 3 1 0 0 0 0 0 0 1 1211
7 2 4 1 0 0 0 0 0 0 1 1146
19 7 3 1 0 0 0 0 0 0 1 647
9 7 3 1 0 0 0 0 0 0 1 1300
7 7 4 1 0 0 0 0 0 0 1 185
6 2 4 1 0 0 0 0 0 0 1 996
19 6 3 1 0 0 0 0 0 0 1 1171
21 3 6 1 0 0 0 0 0 0 1 228
13 2 5 1 0 0 0 0 0 0 1 574
21 6 4 1 0 0 0 0 0 0 1 232
9 6 3 1 0 0 0 0 0 0 1 1312
6 6 4 1 0 0 0 0 0 0 1 945
6 2 5 0 0 0 0 1 0 0 0 27
6 6 4 0 0 0 0 1 0 0 0 5
15 2 4 1 0 0 0 0 0 0 1 1078
8 2 6 1 0 0 0 0 0 0 1 190
18 7 5 1 0 0 0 0 0 0 1 239
12 7 5 1 0 0 0 0 0 0 1 230
17 2 4 1 0 0 0 0 0 0 1 211
19 2 4 1 0 0 0 0 0 0 1 1110
16 6 4 1 0 0 0 0 0 0 1 245
20 7 4 1 0 0 0 0 0 0 1 1058
13 3 4 1 0 0 0 0 0 0 1 1173
17 6 4 1 0 0 0 0 0 0 1 255
16 2 4 2 0 0 0 0 0 0 1 191
15 7 4 1 0 0 0 0 0 0 1 1207
20 3 3 1 0 0 0 0 0 0 1 1244
21 2 4 1 0 0 0 0 0 0 1 234
21 7 6 1 0 0 0 0 0 0 1 249
13 7 4 1 0 0 0 0 0 0 1 1092
20 6 3 1 0 0 0 0 0 0 1 1184
11 7 4 1 0 0 0 0 0 0 1 279
14 3 7 2 0 0 0 0 0 0 1 197
12 2 5 1 0 0 0 0 0 0 1 242
10 2 4 1 0 0 0 0 0 0 1 185
18 3 5 1 0 0 0 0 0 0 1 291
14 6 6 1 0 0 0 0 0 0 1 227
11 2 5 1 0 0 0 0 0 0 1 263
6 7 4 1 0 0 0 0 0 0 1 1205
9 2 4 1 0 0 0 0 0 0 1 191
18 7 6 0 1 1 0 0 0 0 0 86
18 2 4 0 1 0 0 0 0 0 1 260
9 3 5 1 0 0 0 0 0 0 1 257
13 6 6 1 0 0 0 0 0 0 1 201
11 3 5 1 0 0 0 0 0 0 1 262
19 3 4 1 0 0 0 0 0 0 1 1217
16 3 4 0 1 0 0 0 0 0 1 207
14 2 6 1 0 0 0 0 0 0 1 229
11 6 5 1 0 0 0 0 0 0 1 285
7 6 4 1 0 0 0 0 0 0 1 213
15 4 1 1 0 0 0 0 1 0 0 1949
18 6 5 0 1 0 0 0 0 0 1 260
8 6 5 1 0 0 0 0 0 0 1 200
17 7 4 0 1 0 0 0 0 0 1 180
12 6 5 1 0 0 0 0 0 0 1 247
16 6 5 0 1 1 0 0 0 0 0 122
7 3 4 1 0 0 0 0 0 0 1 275
12 3 5 1 0 0 0 0 0 0 1 273
20 2 4 2 0 0 0 0 0 0 1 240
10 7 5 1 0 0 0 0 0 0 1 273
15 3 5 1 0 0 0 0 0 0 1 250
14 7 5 0 1 0 0 0 0 0 1 246
17 3 4 0 1 0 0 0 0 0 1 302
16 7 4 0 1 0 0 0 0 0 1 288
15 6 4 1 0 0 0 0 0 0 1 255
8 7 4 1 0 0 0 0 0 0 1 310
8 2 7 0 1 0 0 0 0 0 1 195
10 6 5 1 0 0 0 0 0 0 1 280
9 6 4 0 1 0 0 0 0 0 1 206
7 2 5 1 1 0 0 0 0 0 1 248
9 3 6 0 1 1 0 0 0 0 0 109
8 3 4 1 0 0 0 0 0 0 1 319
13 2 6 1 0 0 0 0 0 0 1 234
20 7 5 1 0 0 0 0 0 0 1 209
16 2 5 0 1 0 0 0 0 0 1 209
15 2 5 1 0 0 0 0 0 0 1 238
19 7 4 1 0 0 0 0 0 0 1 280
7 7 5 0 1 0 0 0 0 0 1 279
19 6 4 1 0 0 0 0 0 0 1 274
6 6 5 1 0 0 0 0 0 0 1 251
9 7 4 0 1 0 0 0 0 0 1 302
21 6 5 0 1 0 0 0 0 0 1 274
14 3 8 0 1 0 0 0 0 0 1 228
12 7 6 1 0 0 0 0 0 0 1 265
14 7 6 0 0 1 0 0 0 0 0 97
6 2 6 1 0 0 0 0 0 0 1 270
15 7 5 1 0 0 0 0 0 0 1 245
21 3 7 0 1 0 0 0 0 0 1 306
6 7 5 2 0 0 0 0 0 0 1 208
21 2 5 0 1 0 0 0 0 0 1 263
20 3 4 1 0 0 0 0 0 0 1 265
11 2 6 0 1 0 0 0 0 0 1 222
13 3 5 1 0 0 0 0 0 0 1 276
21 7 7 0 1 0 0 0 0 0 1 268
11 3 6 0 1 0 0 0 0 0 1 207
12 7 7 0 0 1 0 0 0 0 0 50
13 6 7 1 0 0 0 0 0 0 1 219
14 6 7 0 1 0 0 0 0 0 1 249
12 2 6 0 1 0 0 0 0 0 1 277
13 7 5 1 0 0 0 0 0 0 1 301
14 2 7 0 1 0 0 0 0 0 1 228
15 3 6 0 1 0 0 0 0 0 1 180
19 3 5 0 1 0 0 0 0 0 1 250
10 2 5 0 1 0 0 0 0 0 1 303
9 2 5 0 1 0 0 0 0 0 1 275
11 6 6 0 1 0 0 0 0 0 1 239
19 2 5 1 0 0 0 0 0 0 1 352
11 7 5 0 1 0 0 0 0 0 1 328
13 3 6 0 0 1 0 0 0 0 0 80
7 3 5 0 1 0 0 0 0 0 1 240
20 6 4 0 1 0 0 0 0 0 1 357
18 5 4 1 0 0 0 0 0 0 1 693
7 6 5 0 1 0 0 0 0 0 1 278
17 9 5 1 0 0 0 0 0 0 1 967
8 6 6 0 1 0 0 0 0 0 1 284
12 6 6 0 1 0 0 0 0 0 1 282
10 7 6 0 1 0 0 0 0 0 1 260
20 2 5 0 2 0 0 0 0 0 1 261
19 7 5 0 1 0 0 0 0 0 1 185
17 8 4 1 0 0 0 0 0 0 1 831
12 3 6 0 1 0 0 0 0 0 1 289
6 2 7 0 1 0 0 0 0 0 1 170
20 7 6 0 1 0 0 0 0 0 1 213
18 8 3 1 0 0 0 0 0 0 1 991
16 9 4 1 0 0 0 0 0 0 1 840
15 6 5 0 1 0 0 0 0 0 1 267
6 6 6 0 1 0 0 0 0 0 1 206
19 6 5 0 1 0 0 0 0 0 1 217
21 4 4 1 0 0 0 0 0 0 1 1086
10 6 6 0 1 0 0 0 0 0 1 285
13 2 7 0 1 0 0 0 0 0 1 272
18 9 3 1 0 0 0 0 0 0 1 856
14 5 5 1 0 0 0 0 0 0 1 999
16 8 5 1 0 0 0 0 0 0 1 911
6 7 6 0 1 0 0 0 0 0 1 218
15 2 6 0 1 0 0 0 0 0 1 276
9 8 4 1 0 0 0 0 0 0 1 939
21 8 4 1 0 0 0 0 0 0 1 1016
8 9 4 1 0 0 0 0 0 0 1 906
16 5 4 1 0 0 0 0 0 0 1 949
14 8 5 1 0 0 0 0 0 0 1 1176
17 5 4 1 0 0 0 0 0 0 1 1115
21 5 4 1 0 0 0 0 0 0 1 1036
18 4 3 1 0 0 0 0 0 0 1 905
11 5 4 1 0 0 0 0 0 0 1 985
12 9 4 1 0 0 0 0 0 0 1 945
7 5 5 1 0 0 0 0 0 0 1 1106
8 5 4 1 0 0 0 0 0 0 1 1029
16 4 5 1 0 0 0 0 0 0 1 1059
17 4 4 1 0 0 0 0 0 0 1 1152
9 5 4 1 0 0 0 0 0 0 1 926
9 9 4 1 0 0 0 0 0 0 1 1048
14 4 5 1 0 0 0 0 0 0 1 986
10 8 4 1 0 0 0 0 0 0 1 1085
8 4 4 1 0 0 0 0 0 0 1 992
17 9 6 1 0 0 0 0 0 0 1 223
20 4 4 1 0 0 0 0 0 0 1 1035
11 4 4 1 0 0 0 0 0 0 1 1079
18 8 4 1 0 0 0 0 0 0 1 191
14 9 3 1 0 0 0 0 0 0 1 1190
11 8 4 1 0 0 0 0 0 0 1 1166
7 9 4 1 0 0 0 0 0 0 1 1233
18 5 5 1 0 0 0 0 0 0 1 262
8 8 3 1 0 0 0 0 0 0 1 1270
7 4 4 1 0 0 0 0 0 0 1 1084
17 8 5 1 0 0 0 0 0 0 1 234
11 9 4 1 0 0 0 0 0 0 1 1157
10 4 4 1 0 0 0 0 0 0 1 1077
19 8 4 1 0 0 0 0 0 0 1 830
19 4 5 1 0 0 0 0 0 0 1 831
20 5 4 2 0 0 0 0 0 0 1 1014
