scene_id agent_id completed_episodes green amber red amber_red collision wall not_permitted target step_count
14 8 16 1 0 0 0 0 0 0 1 214
18 7 15 0 1 0 0 0 0 0 1 250
19 4 16 0 1 0 0 0 0 0 1 265
14 5 16 1 0 0 0 0 0 0 1 226
8 4 14 0 1 1 0 0 0 0 0 123
13 8 15 0 1 0 0 0 0 0 1 162
12 5 13 0 1 0 0 0 0 0 1 201
9 2 14 1 0 0 0 0 0 0 1 1126
9 3 15 1 0 0 0 0 0 0 1 1056
12 8 14 0 1 0 0 0 0 0 1 272
14 9 13 1 0 0 0 0 0 0 1 218
11 2 15 1 0 0 0 0 0 0 1 1142
6 2 15 1 0 0 0 0 0 0 1 1179
9 7 14 1 0 0 0 0 0 0 1 949
6 7 14 1 0 0 0 0 0 0 1 1186
18 3 15 0 1 0 0 0 0 0 1 283
8 9 15 0 1 0 0 0 0 0 1 234
15 9 14 0 1 0 0 0 0 0 1 238
10 2 15 1 0 0 0 0 0 0 1 943
10 3 9 1 0 0 0 0 0 0 1 929
7 4 15 1 0 0 0 0 0 0 1 224
11 6 16 2 0 0 0 0 0 0 1 1165
15 8 14 0 2 0 0 0 0 0 1 298
8 5 13 0 1 0 0 0 0 0 1 234
15 4 13 0 1 0 0 0 0 0 1 223
7 9 15 1 0 0 0 0 0 0 1 265
7 8 14 1 1 0 0 0 0 0 1 229
9 6 15 1 0 0 0 0 0 0 1 224
16 6 14 1 0 0 0 0 0 0 1 248
10 7 16 1 0 0 0 0 0 0 1 892
15 2 14 1 0 0 0 1 0 0 0 988
15 6 15 1 0 0 0 1 0 0 0 810
7 5 16 0 1 0 0 0 0 0 1 245
19 6 14 1 0 0 0 0 0 0 1 1047
21 2 13 1 0 0 0 0 0 0 1 1012
7 9 16 0 1 1 0 0 0 0 0 62
16 7 12 1 0 0 0 0 0 0 1 252
17 6 14 1 0 0 0 0 0 0 1 1063
19 7 15 1 0 0 0 0 0 0 1 942
16 2 15 1 0 0 0 0 0 0 1 279
10 6 15 1 0 0 0 0 0 0 1 966
21 3 16 1 0 0 0 0 0 0 1 1146
14 9 14 0 1 0 0 0 0 0 1 184
6 6 16 1 0 0 0 0 0 0 1 309
16 3 14 1 0 0 0 0 0 0 1 255
14 4 14 1 0 0 0 0 0 0 1 1547
11 7 16 1 0 0 0 0 0 0 1 259
17 3 16 1 0 0 0 0 0 0 1 1119
6 3 11 1 0 0 0 0 0 0 1 291
19 2 14 1 0 0 0 0 0 0 1 1176
21 6 13 1 0 0 0 0 0 0 1 955
20 7 16 1 0 0 0 0 0 0 1 1131
17 7 13 1 0 0 0 0 0 0 1 1130
17 2 15 1 0 0 0 0 0 0 1 1104
19 3 13 1 0 0 0 0 0 0 1 1122
12 2 16 1 0 0 0 0 0 0 1 969
20 3 14 1 0 0 0 0 0 0 1 1092
9 3 16 1 0 0 0 0 0 0 1 263
10 2 16 1 0 0 0 0 0 0 1 219
20 6 9 1 0 0 0 0 0 0 1 1060
9 2 15 1 0 0 0 0 0 0 1 269
12 7 17 1 0 0 0 0 0 0 1 1215
16 6 15 0 2 0 0 0 0 0 1 164
14 5 17 0 1 0 0 0 0 0 1 297
14 8 17 0 1 0 0 0 0 0 1 311
8 2 12 1 0 0 0 0 0 0 1 1049
6 2 16 1 0 0 0 0 0 0 1 267
11 2 16 1 0 0 0 0 0 0 1 283
7 4 16 0 1 0 0 0 0 0 1 251
9 6 16 0 1 0 0 0 0 0 1 195
7 4 16 0 0 0 0 1 0 0 0 1
7 8 15 0 0 0 0 1 0 0 0 207
13 2 16 1 0 0 0 0 0 0 1 1111
9 7 15 0 1 0 0 0 0 0 1 289
15 3 16 1 0 0 0 0 0 0 1 1195
10 3 10 1 0 0 0 0 0 0 1 282
6 7 15 1 0 0 0 0 0 0 1 300
10 7 17 1 0 0 0 0 0 0 1 220
12 3 15 1 0 0 0 0 0 0 1 1225
21 2 14 1 0 0 0 0 0 0 1 194
18 4 14 1 0 0 0 0 0 0 1 799
15 7 10 1 0 0 0 0 0 0 1 1252
12 6 16 1 0 0 0 0 0 0 1 1250
11 6 17 1 0 0 0 0 0 0 1 296
11 2 17 0 0 0 0 1 0 0 0 51
11 6 17 0 0 0 0 1 0 0 0 1
13 6 15 1 0 0 0 0 0 0 1 1111
18 9 13 1 0 0 0 0 0 0 1 1067
18 8 14 1 0 0 0 0 0 0 1 935
15 6 16 1 0 0 0 0 0 0 1 238
21 3 17 0 1 0 0 0 0 0 1 183
16 2 16 0 1 0 0 0 0 0 1 220
8 7 13 1 0 0 0 0 0 0 1 1170
6 9 13 1 0 0 0 0 0 0 1 2131
8 3 13 1 0 0 0 0 0 0 1 1298
13 3 15 1 0 0 0 0 0 0 1 1315
16 3 15 0 1 0 0 0 0 0 1 192
17 6 15 1 0 0 0 0 0 0 1 250
6 6 17 0 1 0 0 0 0 0 1 210
19 7 16 1 0 0 0 0 0 0 1 266
16 7 13 0 1 0 0 0 0 0 1 268
15 2 15 1 0 0 0 0 0 0 1 290
18 5 16 1 0 0 0 0 0 0 1 927
11 7 17 0 1 0 0 0 0 0 1 209
21 6 14 0 1 0 0 0 0 0 1 205
14 6 17 1 0 0 0 0 0 0 1 925
17 2 16 1 0 0 0 0 0 0 1 220
19 3 14 2 0 0 0 0 0 0 1 199
11 2 18 0 1 1 0 0 0 0 0 107
10 6 16 0 1 0 0 0 0 0 1 294
10 2 17 0 1 0 0 0 0 0 1 194
19 6 15 1 0 0 0 0 0 0 1 323
7 3 17 1 0 0 0 0 0 0 1 1141
6 3 12 0 1 0 0 0 0 0 1 260
12 2 17 1 0 0 0 0 0 0 1 226
14 3 18 1 0 0 0 0 0 0 1 1131
20 7 17 1 0 0 0 0 0 0 1 263
17 3 17 1 0 0 0 0 0 0 1 274
7 2 15 1 0 0 0 0 0 0 1 1265
7 6 15 1 0 0 0 0 0 0 1 1197
19 2 15 1 0 0 0 0 0 0 1 285
14 7 16 1 0 0 0 0 0 0 1 1086
17 7 14 1 0 0 0 0 0 0 1 288
8 2 13 1 0 0 0 0 0 0 1 234
10 7 18 0 1 0 0 0 0 0 1 192
10 3 11 0 1 0 0 0 0 0 1 196
14 2 17 1 0 0 0 0 0 0 1 1202
21 3 18 0 1 0 0 0 0 0 1 165
18 4 15 1 0 0 0 0 0 0 1 196
20 6 10 1 0 0 0 0 0 0 1 279
13 2 17 1 1 0 0 0 0 0 1 244
12 7 18 1 0 0 0 0 0 0 1 284
13 6 16 0 1 0 0 1 0 0 0 197
13 7 13 1 0 0 0 1 0 0 0 1446
12 6 17 0 2 0 0 0 0 0 1 213
20 3 15 1 0 0 0 0 0 0 1 297
7 7 14 1 0 0 0 0 0 0 1 1315
15 7 11 1 0 0 0 0 0 0 1 224
6 2 17 0 1 0 0 0 0 0 1 279
21 2 15 0 1 0 0 0 0 0 1 239
17 3 18 0 1 1 0 0 0 0 0 90
15 3 17 1 0 0 0 0 0 0 1 259
8 3 14 0 1 0 0 0 0 0 1 197
12 3 16 0 1 0 0 0 0 0 1 261
18 9 14 1 0 0 0 0 0 0 1 238
19 7 17 0 1 0 0 0 0 0 1 199
18 8 15 2 0 0 0 0 0 0 1 255
11 6 18 0 1 0 0 0 0 0 1 278
11 2 19 0 0 0 0 1 0 0 0 172
11 6 19 0 0 0 0 1 0 0 0 1
13 3 16 0 1 0 0 0 0 0 1 238
9 8 13 1 0 0 0 0 0 0 1 929
16 8 16 1 0 0 0 0 0 0 1 1073
15 6 17 0 1 0 0 0 0 0 1 303
8 7 14 0 1 0 0 0 0 0 1 294
14 6 18 1 0 0 0 0 0 0 1 248
19 6 16 0 1 0 0 0 0 0 1 219
19 3 15 0 1 0 0 0 0 0 1 242
15 2 16 0 1 0 0 0 0 0 1 273
16 4 16 1 0 0 0 0 0 0 1 1163
14 3 19 1 0 0 0 0 0 0 1 224
17 6 16 0 1 0 0 0 0 0 1 309
16 5 16 1 0 0 0 0 0 0 1 986
16 9 15 1 0 0 0 0 0 0 1 1110
17 2 17 0 1 0 0 0 0 0 1 266
7 2 16 1 0 0 0 0 0 0 1 226
14 2 18 1 0 0 0 0 0 0 1 190
7 3 18 1 0 0 0 0 0 0 1 247
8 2 14 0 1 0 0 0 0 0 1 209
12 2 18 0 1 0 0 0 0 0 1 248
19 2 16 0 1 0 0 0 0 0 1 226
6 5 15 1 0 0 0 0 0 0 1 1218
14 7 17 1 0 0 0 0 0 0 1 225
9 4 9 1 0 0 0 0 0 0 1 1158
11 3 16 1 0 0 0 0 0 0 1 1854
8 5 14 0 0 0 1 0 0 0 0 659
15 7 12 0 1 0 0 0 0 0 1 178
9 5 14 1 0 0 0 0 0 0 1 1114
6 9 14 1 0 0 0 0 0 0 1 371
20 7 18 0 1 0 0 0 0 0 1 271
20 6 11 0 1 0 0 0 0 0 1 218
11 8 15 2 0 0 0 0 0 0 1 943
18 4 16 0 1 0 0 0 0 0 1 234
10 8 14 1 0 0 0 0 0 0 1 1094
21 5 16 1 0 0 0 0 0 0 1 1020
7 6 16 1 0 0 0 0 0 0 1 276
6 4 14 1 0 0 0 0 0 0 1 1004
10 9 14 1 0 0 0 0 0 0 1 1056
10 4 15 1 0 0 0 0 0 0 1 904
9 9 14 1 0 0 0 0 0 0 1 1080
7 7 15 1 1 0 0 0 0 0 1 241
20 3 16 0 1 0 0 0 0 0 1 249
9 8 14 1 0 0 0 0 0 0 1 176
14 3 20 0 1 1 0 0 0 0 0 111
14 6 19 0 1 1 0 0 0 0 0 140
11 5 17 1 0 0 0 0 0 0 1 1045
11 4 16 1 0 0 0 0 0 0 1 1080
15 3 18 0 1 0 0 0 0 0 1 253
18 8 16 0 1 0 0 0 0 0 1 219
21 9 10 1 0 0 0 0 0 0 1 1034
8 3 15 0 1 0 0 0 0 0 1 251
18 9 15 0 1 0 0 0 0 0 1 242
12 9 15 1 0 0 0 0 0 0 1 930
6 8 17 1 0 0 0 0 0 0 1 1090
17 9 12 1 0 0 0 0 0 0 1 1074
16 4 17 1 0 0 0 0 0 0 1 189
7 2 17 0 1 0 0 0 0 0 1 174
11 9 14 1 0 0 0 0 0 0 1 1107
14 2 19 0 1 0 0 0 0 0 1 174
10 5 13 1 0 0 0 0 0 0 1 1087
21 8 15 1 0 0 0 0 0 0 1 1191
21 4 17 1 0 0 0 0 0 0 1 981
16 9 16 1 0 0 0 0 0 0 1 202
12 4 10 1 0 0 0 0 0 0 1 1093
9 5 15 1 0 0 0 0 0 0 1 193
16 8 17 1 0 0 0 0 0 0 1 285
13 5 15 1 0 0 0 0 0 0 1 1037
7 3 19 0 1 0 0 0 0 0 1 236
10 8 15 1 0 0 0 0 0 0 1 196
6 5 16 1 0 0 0 0 0 0 1 234
15 8 15 1 0 0 0 0 0 0 1 901
6 9 15 1 0 0 0 0 0 0 1 216
11 8 16 1 0 0 0 0 0 0 1 208
16 5 17 1 2 0 0 0 0 0 1 271
12 8 15 1 0 0 0 0 0 0 1 979
8 5 15 1 0 0 0 0 0 0 1 244
10 9 15 1 0 0 0 0 0 0 1 202
17 8 16 1 0 0 0 0 0 0 1 1029
19 9 17 1 0 0 0 0 0 0 1 1041
9 8 15 1 0 0 0 0 0 0 1 177
13 9 15 1 0 0 0 0 0 0 1 1133
12 5 14 1 0 0 0 0 0 0 1 1003
8 8 15 1 0 0 0 0 0 0 1 1055
13 4 16 1 0 0 0 0 0 0 1 1059
15 9 15 1 0 0 0 0 0 0 1 972
16 8 18 0 0 1 0 0 0 0 0 78
9 4 10 1 0 0 0 0 0 0 1 283
21 5 17 1 0 0 0 0 0 0 1 255
20 5 16 1 0 0 0 0 0 0 1 1073
19 8 15 1 0 0 0 0 0 0 1 1146
6 4 15 1 1 0 0 0 0 0 1 254
15 5 15 1 0 0 0 0 0 0 1 1127
8 9 16 1 0 0 0 0 0 0 1 1019
17 5 11 1 0 0 0 0 0 0 1 1237
8 4 15 1 0 0 0 0 0 0 1 1087
8 4 15 0 0 0 0 1 0 0 0 1
8 8 16 0 0 0 0 1 0 0 0 64
18 2 13 1 0 0 0 0 0 0 1 1133
10 4 16 1 0 0 0 0 0 0 1 274
12 9 16 1 0 0 0 0 0 0 1 206
19 4 17 1 0 0 0 0 0 0 1 1106
6 8 18 0 1 0 0 0 0 0 1 212
13 8 16 1 0 0 0 0 0 0 1 1102
20 8 14 1 0 0 0 0 0 0 1 1146
11 5 18 1 0 0 0 0 0 0 1 261
16 9 17 0 1 0 0 0 0 0 1 179
20 4 16 1 0 0 0 0 0 0 1 1219
9 9 15 1 0 0 0 0 0 0 1 296
20 9 15 1 0 0 0 0 0 0 1 1226
11 4 17 1 0 0 0 0 0 0 1 273
15 4 14 1 0 0 0 0 0 0 1 1026
18 3 16 1 0 0 0 0 0 0 1 1075
13 5 16 1 0 0 0 0 0 0 1 173
12 4 11 1 0 0 0 0 0 0 1 209
18 7 16 1 0 0 0 0 0 0 1 1162
16 4 18 0 1 0 0 0 0 0 1 248
7 5 17 1 0 0 0 0 0 0 1 999
9 4 11 0 1 1 0 0 0 0 0 117
17 9 13 1 0 0 0 0 0 0 1 262
14 9 15 1 0 0 0 0 0 0 1 958
10 5 14 0 1 0 0 1 0 0 0 256
10 8 16 0 1 0 0 1 0 0 0 185
7 4 17 1 0 0 0 0 0 0 1 855
17 8 17 0 1 0 0 0 0 0 1 172
21 8 16 2 0 0 0 0 0 0 1 257
21 4 18 1 0 0 0 0 0 0 1 256
19 9 18 1 0 0 0 0 0 0 1 166
14 8 18 1 0 0 0 0 0 0 1 899
7 9 17 1 0 0 0 0 0 0 1 1028
18 6 17 1 0 0 0 0 0 0 1 1260
9 5 16 0 1 0 0 0 0 0 1 236
11 9 15 0 1 0 0 0 0 0 1 289
14 4 15 1 0 0 0 0 0 0 1 1002
13 9 16 1 0 0 0 0 0 0 1 210
21 9 11 1 0 0 0 0 0 0 1 375
15 8 16 1 0 0 0 0 0 0 1 256
10 9 16 0 1 0 0 0 0 0 1 253
21 5 18 0 1 0 0 0 0 0 1 214
6 9 16 0 1 0 0 0 0 0 1 272
10 4 17 0 1 0 0 0 0 0 1 178
8 5 16 1 0 0 0 0 0 0 1 269
11 8 17 0 1 0 0 0 0 0 1 287
14 5 18 1 0 0 0 0 0 0 1 1000
12 8 16 0 1 0 0 0 0 0 1 289
19 8 16 0 1 0 0 0 0 0 1 238
19 4 18 0 1 0 0 0 0 0 1 209
18 2 14 1 0 0 0 0 0 0 1 223
13 4 17 1 0 0 0 0 0 0 1 282
9 8 16 0 1 0 0 0 0 0 1 298
21 9 12 0 0 1 0 0 0 0 0 83
13 8 17 1 0 0 0 0 0 0 1 214
15 9 16 1 0 0 0 0 0 0 1 289
7 8 16 1 0 0 0 0 0 0 1 1006
7 5 18 1 0 0 0 0 0 0 1 174
15 5 16 1 0 0 0 0 0 0 1 278
12 4 12 0 1 0 0 0 0 0 1 186
20 5 17 1 0 0 0 0 0 0 1 285
12 5 15 0 1 0 0 0 0 0 1 322
12 9 17 0 1 0 0 0 0 0 1 250
17 5 12 0 1 0 0 1 0 0 0 265
17 8 18 0 1 0 0 1 0 0 0 171
6 3 13 1 0 0 0 0 0 0 1 860
15 4 15 0 1 0 0 0 0 0 1 238
13 5 17 1 0 0 0 0 0 0 1 231
14 9 16 1 0 0 0 0 0 0 1 197
19 9 19 0 1 0 0 0 0 0 1 194
18 3 17 1 0 0 0 0 0 0 1 241
20 4 17 1 1 0 0 0 0 0 1 267
7 4 18 1 0 0 0 0 0 0 1 206
7 9 18 1 0 0 0 0 0 0 1 190
8 8 17 1 0 0 0 0 0 0 1 321
16 3 16 1 0 0 0 0 0 0 1 994
16 7 14 1 0 0 0 0 0 0 1 985
18 7 17 1 1 0 0 0 0 0 1 283
16 2 17 1 0 0 0 0 0 0 1 1047
13 5 18 0 0 1 0 0 0 0 0 76
14 8 19 1 0 0 0 0 0 0 1 252
6 2 18 1 0 0 0 0 0 0 1 856
21 8 17 0 1 0 0 0 0 0 1 271
16 6 16 1 0 0 0 0 0 0 1 1167
17 9 14 0 1 0 0 0 0 0 1 295
17 5 13 0 0 0 0 1 0 0 0 109
17 9 15 0 0 0 0 1 0 0 0 1
21 4 19 0 1 0 0 0 0 0 1 287
8 4 16 1 0 0 0 0 0 0 1 382
6 7 16 1 0 0 0 0 0 0 1 1124
15 8 17 0 1 0 0 0 0 0 1 229
18 6 18 0 1 0 0 0 0 0 1 285
14 4 16 1 0 0 0 0 0 0 1 253
8 9 17 1 0 0 0 0 0 0 1 403
8 5 17 0 1 0 0 0 0 0 1 210
14 5 19 0 1 0 0 0 0 0 1 198
13 9 17 0 1 0 0 0 0 0 1 270
9 2 16 1 0 0 0 0 0 0 1 1212
9 3 17 1 0 0 0 0 0 0 1 1235
9 7 16 1 0 0 0 0 0 0 1 1188
11 2 20 1 0 0 0 0 0 0 1 878
18 2 15 0 1 0 0 0 0 0 1 217
11 6 20 1 0 0 0 0 0 0 1 880
6 6 18 1 0 0 0 0 0 0 1 1102
10 2 18 1 0 0 0 0 0 0 1 1056
10 3 12 1 0 0 0 0 0 0 1 994
11 7 18 1 0 0 0 0 0 0 1 1101
15 3 19 0 0 0 0 1 0 0 0 702
15 7 13 1 0 0 0 1 0 0 0 793
7 8 17 0 1 0 0 0 0 0 1 236
20 8 15 0 1 0 0 0 0 0 1 466
7 5 19 0 1 0 0 0 0 0 1 246
10 7 19 1 0 0 0 0 0 0 1 1031
11 3 17 1 0 0 0 0 0 0 1 824
13 8 18 0 1 0 0 0 0 0 1 271
13 4 18 0 1 0 0 0 0 0 1 280
17 6 17 1 0 0 0 0 0 0 1 871
17 3 19 1 0 0 0 0 0 0 1 1007
10 6 17 1 0 0 0 0 0 0 1 1129
8 8 18 0 1 0 0 0 0 0 1 203
9 6 17 1 0 0 0 0 0 0 1 1293
12 7 19 1 0 0 0 0 0 0 1 1047
7 4 19 0 1 0 0 0 0 0 1 241
6 3 14 1 0 0 0 0 0 0 1 270
14 9 17 0 1 0 0 0 0 0 1 265
18 3 18 0 1 0 0 0 0 0 1 261
19 2 17 1 0 0 0 0 0 0 1 891
17 2 18 1 0 0 0 0 0 0 1 907
19 7 18 1 0 0 0 0 0 0 1 1009
12 2 19 1 0 0 0 0 0 0 1 898
16 3 17 1 0 0 0 0 0 0 1 246
19 3 16 1 0 0 0 0 0 0 1 943
21 2 16 1 0 0 0 0 0 0 1 1067
16 2 18 1 0 0 0 0 0 0 1 237
17 7 15 1 0 0 0 0 0 0 1 1156
15 6 18 1 0 0 0 0 0 0 1 1000
16 7 15 1 0 0 0 0 0 0 1 270
19 6 17 1 0 0 0 0 0 0 1 991
20 6 12 1 0 0 0 0 0 0 1 924
12 6 18 1 0 0 0 0 0 0 1 1130
6 2 19 1 0 0 0 0 0 0 1 267
12 3 17 1 0 0 0 0 0 0 1 1099
20 3 17 1 0 0 0 0 0 0 1 883
20 7 19 1 0 0 0 0 0 0 1 938
9 3 18 1 0 0 0 0 0 0 1 196
21 6 15 1 0 0 0 0 0 0 1 1269
7 9 19 0 1 0 0 0 0 0 1 336
6 7 17 1 0 0 0 0 0 0 1 254
14 4 17 0 1 0 0 0 0 0 1 255
14 8 20 0 1 0 0 0 0 0 1 295
6 6 19 1 0 0 0 0 0 0 1 208
11 6 21 1 0 0 0 0 0 0 1 218
10 3 13 1 0 0 0 0 0 0 1 210
21 3 19 1 0 0 0 0 0 0 1 1199
16 6 17 1 0 0 0 0 0 0 1 295
15 2 17 1 0 0 0 0 0 0 1 1049
17 6 18 1 0 0 0 0 0 0 1 176
9 2 17 1 0 0 0 0 0 0 1 277
9 7 17 1 0 0 0 0 0 0 1 259
18 4 17 1 0 0 0 0 0 0 1 995
10 2 19 1 0 0 0 0 0 0 1 263
15 3 20 1 0 0 0 0 0 0 1 247
11 2 21 1 0 0 0 0 0 0 1 281
9 6 18 1 0 0 0 0 0 0 1 200
13 6 17 1 0 0 0 0 0 0 1 1254
10 7 20 1 0 0 0 0 0 0 1 255
18 8 17 1 0 0 0 0 0 0 1 973
13 2 18 1 0 0 0 0 0 0 1 1265
19 7 19 1 0 0 0 0 0 0 1 191
13 7 14 1 0 0 0 0 0 0 1 1280
17 3 20 1 0 0 0 0 0 0 1 252
19 2 18 1 0 0 0 0 0 0 1 217
14 6 20 1 0 0 0 0 0 0 1 1020
18 9 16 1 0 0 0 0 0 0 1 1001
7 7 16 1 0 0 0 0 0 0 1 1041
8 7 15 1 0 0 0 0 0 0 1 1167
11 7 19 1 0 0 0 0 0 0 1 322
12 7 20 1 0 0 0 0 0 0 1 252
19 3 17 1 0 0 0 0 0 0 1 221
17 2 19 1 0 0 0 0 0 0 1 243
6 3 15 1 0 0 0 0 0 0 1 261
16 3 18 0 1 0 0 0 0 0 1 234
16 2 19 0 1 0 0 0 0 0 1 217
14 7 18 1 0 0 0 0 0 0 1 1141
17 9 16 0 0 0 0 0 1 0 0 451
21 6 16 1 0 0 0 0 0 0 1 195
12 6 19 1 0 0 0 0 0 0 1 205
10 6 18 1 1 0 0 0 0 0 1 306
11 3 18 0 1 0 0 0 0 0 1 329
19 6 18 1 0 0 0 0 0 0 1 217
7 6 17 1 0 0 0 0 0 0 1 1118
6 2 20 0 1 0 0 0 0 0 1 206
9 3 19 0 1 0 0 0 0 0 1 204
21 2 17 1 0 0 0 0 0 0 1 264
16 7 16 0 1 0 0 0 0 0 1 244
20 3 18 1 0 0 0 0 0 0 1 226
17 7 16 1 0 0 0 0 0 0 1 251
12 3 18 1 0 0 0 0 0 0 1 229
15 6 19 1 0 0 0 0 0 0 1 261
15 7 14 1 0 0 0 0 0 0 1 403
11 6 22 0 1 0 0 0 0 0 1 220
8 2 15 1 0 0 0 0 0 0 1 1222
14 3 21 1 0 0 0 0 0 0 1 1130
6 6 20 0 1 0 0 0 0 0 1 231
12 2 20 1 0 0 0 0 0 0 1 325
8 6 15 0 1 0 0 0 0 0 0 263
21 3 20 1 0 0 0 0 0 0 1 234
15 2 18 1 0 0 0 0 0 0 1 238
7 3 20 1 0 0 0 0 0 0 1 1023
20 7 20 1 0 0 0 0 0 0 1 284
8 3 16 1 0 0 0 0 0 0 1 1141
9 6 19 0 1 0 0 0 0 0 1 196
14 2 20 1 0 0 0 0 0 0 1 1097
11 2 22 0 1 0 0 0 0 0 1 204
10 2 20 0 1 0 0 0 0 0 1 213
11 2 22 0 0 0 0 1 0 0 0 2
11 6 23 0 0 0 0 1 0 0 0 47
7 2 18 1 0 0 0 0 0 0 1 1103
10 3 14 0 1 0 0 0 0 0 1 267
13 6 18 1 0 0 0 0 0 0 1 199
6 7 18 0 1 0 0 0 0 0 1 303
18 4 18 1 0 0 0 0 0 0 1 246
17 6 19 0 1 0 0 0 0 0 1 273
19 3 18 0 1 0 0 0 0 0 1 180
10 7 21 0 1 0 0 0 0 0 1 232
17 3 21 0 1 0 0 0 0 0 1 212
20 6 13 1 0 0 0 0 0 0 1 362
20 2 14 1 0 0 0 0 0 0 0 227
14 6 21 1 0 0 0 0 0 0 1 216
15 3 21 1 0 0 0 0 0 0 1 272
7 7 17 1 0 0 0 0 0 0 1 218
18 8 18 0 1 0 0 0 0 0 1 260
18 4 19 0 1 1 0 0 0 0 0 63
18 4 19 0 0 0 0 1 0 0 0 1
18 8 19 0 0 0 0 1 0 0 0 5
9 7 18 0 1 0 0 0 0 0 1 316
17 2 20 0 1 0 0 0 0 0 1 223
13 2 19 1 0 0 0 0 0 0 1 282
17 7 17 0 1 0 0 0 0 0 1 185
12 7 21 0 1 0 0 0 0 0 1 256
8 7 16 1 0 0 0 0 0 0 1 263
19 2 19 0 1 0 0 0 0 0 1 274
14 7 19 1 0 0 0 0 0 0 1 242
16 9 18 1 0 0 0 0 0 0 1 1028
12 3 19 0 1 0 0 0 0 0 1 199
16 8 19 1 0 0 0 0 0 0 1 1107
18 9 17 0 2 0 0 0 0 0 1 282
21 2 18 0 1 0 0 0 0 0 1 221
21 6 17 0 1 0 0 0 0 0 1 239
19 7 20 0 1 0 0 0 0 0 1 323
9 2 18 0 1 0 0 0 0 0 1 388
16 5 18 1 0 0 0 0 0 0 1 1165
20 3 19 0 1 0 0 0 0 0 1 230
15 7 15 0 1 0 0 0 0 0 1 218
15 6 20 0 1 0 0 0 0 0 1 237
12 6 20 0 1 0 0 0 0 0 1 288
16 4 19 1 0 0 0 0 0 0 1 1047
8 2 16 1 0 0 0 0 0 0 1 238
7 6 18 1 0 0 0 0 0 0 1 293
14 2 21 1 1 0 0 0 0 0 1 199
21 5 19 1 0 0 0 1 0 0 0 957
21 9 13 0 0 0 0 1 0 0 0 901
20 7 21 0 1 0 0 0 0 0 1 219
8 3 17 1 1 0 0 0 0 0 1 221
11 4 18 2 0 0 0 0 0 0 1 1096
11 5 19 1 0 0 0 0 0 0 1 1113
7 2 19 1 0 0 0 0 0 0 1 211
10 8 17 1 0 0 0 0 0 0 1 1054
13 6 19 0 1 0 0 0 0 0 1 202
8 6 16 0 1 0 0 0 0 0 1 253
10 9 17 1 0 0 0 0 0 0 1 978
21 7 12 1 0 0 0 0 0 0 0 245
10 4 18 1 0 0 0 0 0 0 1 985
6 4 16 1 0 0 0 0 0 0 1 1195
21 3 21 0 1 0 0 0 0 0 1 267
21 3 21 0 0 0 0 1 0 0 0 1
21 7 13 0 0 0 0 1 0 0 0 13
9 9 16 1 0 0 0 0 0 0 1 1144
12 2 21 0 1 0 0 0 0 0 1 292
7 7 18 0 2 0 0 0 0 0 1 183
7 3 21 1 0 0 0 0 0 0 1 268
7 3 21 0 0 0 0 1 0 0 0 1
7 7 19 0 0 0 0 1 0 0 0 2
10 5 15 1 0 0 0 0 0 0 1 1107
15 2 19 0 1 0 0 0 0 0 1 283
14 6 22 0 1 0 0 0 0 0 1 207
15 3 22 0 1 0 0 0 0 0 1 210
14 3 22 0 1 0 0 0 0 0 1 328
20 6 14 0 1 0 0 0 0 0 1 230
19 9 20 1 0 0 0 0 0 0 1 933
6 9 17 1 0 0 0 0 0 0 1 1044
7 6 19 0 1 1 0 0 0 0 0 110
11 9 16 1 0 0 0 0 0 0 1 1121
6 5 17 1 0 0 0 0 0 0 1 1334
19 8 17 1 0 0 0 0 0 0 1 1030
20 2 15 0 1 0 0 0 0 0 1 260
9 8 17 1 0 0 0 0 0 0 1 1018
19 4 19 1 0 0 0 0 0 0 1 1024
6 8 19 1 0 0 0 0 0 0 1 1237
11 8 18 1 0 0 0 0 0 0 1 1057
9 4 12 2 0 0 0 0 0 0 1 1199
12 9 18 1 0 0 0 0 0 0 1 1024
16 5 19 1 0 0 0 0 0 0 1 205
9 5 17 1 0 0 0 0 0 0 1 1177
16 8 20 1 0 0 0 0 0 0 1 232
12 4 13 1 0 0 0 0 0 0 1 1044
18 2 16 1 0 0 0 0 0 0 1 856
8 7 17 0 1 0 0 0 0 0 1 255
14 7 20 0 1 0 0 0 0 0 1 253
14 8 21 0 0 0 1 0 0 0 0 654
17 9 17 1 0 0 0 0 0 0 1 486
17 5 14 2 0 0 0 0 0 0 1 950
21 4 20 1 0 0 0 0 0 0 1 943
16 9 19 1 0 0 0 0 0 0 1 278
18 3 19 1 0 0 0 0 0 0 1 784
12 5 16 1 0 0 0 0 0 0 1 1081
11 4 19 1 0 0 0 0 0 0 1 202
17 8 19 1 0 0 0 0 0 0 1 1086
21 5 20 1 0 0 0 0 0 0 1 222
21 8 18 1 0 0 0 0 0 0 1 995
21 9 14 2 0 0 0 0 0 0 1 227
10 8 18 2 0 0 0 0 0 0 1 221
10 4 19 1 0 0 0 0 0 0 1 204
6 4 17 1 0 0 0 0 0 0 1 206
13 8 19 1 0 0 0 0 0 0 1 876
6 8 20 1 0 0 0 1 0 0 0 127
6 9 18 1 0 0 0 1 0 0 0 156
15 9 17 1 0 0 0 0 0 0 1 1144
11 5 20 1 0 0 0 0 0 0 1 251
